bid_winner,bidders,order_value,tendor_bid_close_date,tendor_discription,tendor_issue_date,tendor_no,tendor_submission_date
FIL SEP EQUIPMENTS PVT LTD,"[{'S.no': '1', 'Vendor_code': '3643', 'Vendor_name': 'SUDHIR BROTHERS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3680', 'Vendor_name': 'CHANDERPUR INDUSTRIES PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3738', 'Vendor_name': 'HEMALATHAA HI-TECH INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3746', 'Vendor_name': 'CRYSTAL INDUSTRIAL SYNDICATE PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': '3942', 'Vendor_name': 'ATV PROJECTS INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '3997', 'Vendor_name': 'HEATMAX PROJECTS PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'F175', 'Vendor_name': 'FIL SEP EQUIPMENTS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'G118', 'Vendor_name': 'GRAND PRIX ENGINEERING PVT LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': 'H028', 'Vendor_name': 'GMM PFAUDLER LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': 'I117', 'Vendor_name': 'INDCON PROJECTS AND EQUIPMENT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': 'I128', 'Vendor_name': 'INDUSTRIAL MANUFACTURERS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '12', 'Vendor_code': 'K035', 'Vendor_name': 'THE KCP LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '13', 'Vendor_code': 'L087', 'Vendor_name': 'LOYAL EQUIPMENTS LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '14', 'Vendor_code': 'M163', 'Vendor_name': 'MEENAKSHI ASSOCIATES PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '15', 'Vendor_code': 'O050', 'Vendor_name': 'ORIENTAL ENTERPRISE PVT. LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '16', 'Vendor_code': 'P209', 'Vendor_name': 'PRECISION EQUIPMENTS (CHENNAI) PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': 'R219', 'Vendor_name': 'RADIANT HEAT EXCHANGER PVT.LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '18', 'Vendor_code': 'T239', 'Vendor_name': 'TEMSONN VESELEX INDIA PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",5820000 INR,30-05-2022,"PRESSURE VESSEL - LTCS, PRESSURE VESSEL -CS (UP TO 25MM)",02-05-2022,B229-000-VV-MR-6055/122,28-JUL-2022
ORIENTAL ENTERPRISE PVT. LTD,"[{'S.no': '1', 'Vendor_code': '3643', 'Vendor_name': 'SUDHIR BROTHERS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3680', 'Vendor_name': 'CHANDERPUR INDUSTRIES PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3738', 'Vendor_name': 'HEMALATHAA HI-TECH INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3746', 'Vendor_name': 'CRYSTAL INDUSTRIAL SYNDICATE PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': '3942', 'Vendor_name': 'ATV PROJECTS INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '3997', 'Vendor_name': 'HEATMAX PROJECTS PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'F175', 'Vendor_name': 'FIL SEP EQUIPMENTS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'G118', 'Vendor_name': 'GRAND PRIX ENGINEERING PVT LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': 'H028', 'Vendor_name': 'GMM PFAUDLER LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': 'I117', 'Vendor_name': 'INDCON PROJECTS AND EQUIPMENT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': 'I128', 'Vendor_name': 'INDUSTRIAL MANUFACTURERS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '12', 'Vendor_code': 'K035', 'Vendor_name': 'THE KCP LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '13', 'Vendor_code': 'L087', 'Vendor_name': 'LOYAL EQUIPMENTS LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '14', 'Vendor_code': 'M163', 'Vendor_name': 'MEENAKSHI ASSOCIATES PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '15', 'Vendor_code': 'O050', 'Vendor_name': 'ORIENTAL ENTERPRISE PVT. LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '16', 'Vendor_code': 'P209', 'Vendor_name': 'PRECISION EQUIPMENTS (CHENNAI) PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': 'R219', 'Vendor_name': 'RADIANT HEAT EXCHANGER PVT.LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '18', 'Vendor_code': 'T239', 'Vendor_name': 'TEMSONN VESELEX INDIA PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",6301200 INR,30-05-2022,"PRESSURE VESSEL - LTCS, PRESSURE VESSEL -CS (UP TO 25MM)",02-05-2022,B229-000-VV-MR-6055/122,28-JUL-2022
AADITYA STAINLESS PRIVATE LIMITED,"[{'S.no': '1', 'Vendor_code': '3696', 'Vendor_name': 'RATNAMANI METALS AND TUBES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '3720', 'Vendor_name': 'KWALITY TUBES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3772', 'Vendor_name': 'CHAMPAK STEEL & ENGINEERING CO.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3816', 'Vendor_name': 'MOKSHI INDUSTRIES PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': '3946', 'Vendor_name': 'ANGEL PIPES AND TUBES PVT. LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '3947', 'Vendor_name': 'AADITYA STAINLESS PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': '82292', 'Vendor_name': 'Eckhardt Steel & Alloys', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '8', 'Vendor_code': '82309', 'Vendor_name': 'TUBEX METAL INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '9', 'Vendor_code': '82310', 'Vendor_name': 'MAHALAXMI INTERNATIONAL', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '10', 'Vendor_code': 'E214', 'Vendor_name': 'EVERGREEN SEAMLESS PIPES & TUBES PVT. LT', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': 'J110D', 'Vendor_name': 'JINDAL SAW LTD - SAMAGOGHA', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '12', 'Vendor_code': 'R127', 'Vendor_name': 'REMI EDELSTAHL TUBULARS LTD (FORM RMIL)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",1328960 INR,19-05-2022,PIPE (WELDED): SS,21-04-2022,B229-000-WA-MR-3304/118,18-JUL-2022
ANGEL PIPES AND TUBES PVT. LTD,"[{'S.no': '1', 'Vendor_code': '3696', 'Vendor_name': 'RATNAMANI METALS AND TUBES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '3720', 'Vendor_name': 'KWALITY TUBES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3772', 'Vendor_name': 'CHAMPAK STEEL & ENGINEERING CO.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3816', 'Vendor_name': 'MOKSHI INDUSTRIES PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': '3946', 'Vendor_name': 'ANGEL PIPES AND TUBES PVT. LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '3947', 'Vendor_name': 'AADITYA STAINLESS PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': '82292', 'Vendor_name': 'Eckhardt Steel & Alloys', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '8', 'Vendor_code': '82309', 'Vendor_name': 'TUBEX METAL INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '9', 'Vendor_code': '82310', 'Vendor_name': 'MAHALAXMI INTERNATIONAL', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '10', 'Vendor_code': 'E214', 'Vendor_name': 'EVERGREEN SEAMLESS PIPES & TUBES PVT. LT', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': 'J110D', 'Vendor_name': 'JINDAL SAW LTD - SAMAGOGHA', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '12', 'Vendor_code': 'R127', 'Vendor_name': 'REMI EDELSTAHL TUBULARS LTD (FORM RMIL)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",52570441 INR,19-05-2022,PIPE (WELDED): SS,21-04-2022,B229-000-WA-MR-3304/118,18-JUL-2022
Errand Enterprises Pvt. Ltd,"[{'S.no': '1', 'Vendor_code': '81370', 'Vendor_name': 'Forbes Marshall Pvt. Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '81946', 'Vendor_name': 'Hach DHR India Private Limited', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '3', 'Vendor_code': '81974', 'Vendor_name': 'Errand Enterprises Pvt. Ltd', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",16159000 INR,10-01-2022,"Water Quality Analyser Systems (PH,Conductivity)",24-11-2021,B229-000-YA-MR-2611/95,26-JUL-2022
BHARAT SANCHAR NIGAM LIMITED,"[{'S.no': '1', 'Vendor_code': '~L18', 'Vendor_name': 'BHARAT SANCHAR NIGAM LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",2640000 INR,16-06-2022,"PRI Lines at EIL Office Complex, Gurugram",14-06-2022,LT/8590-000-SE-T-1389/180,15-JUL-2022
Gaztron Engineering Pvt Ltd,"[{'S.no': '1', 'Vendor_code': '82262', 'Vendor_name': 'Atmos Power Pvt Ltd', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '82263', 'Vendor_name': 'Gaztron Engineering Pvt Ltd', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '82266', 'Vendor_name': 'Paras Defence & Space Technologies Ltd.,', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '4', 'Vendor_code': 'S079', 'Vendor_name': 'SUMMITS HYGRONICS PVT.LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",6546813.6 INR,14-01-2022,Skid Mounted PVSA O2 Package,09-12-2021,7458-050-LZ-MR-4010/1,17-JUN-2022
ASSOCIATED CABLES PVT LTD,"[{'S.no': '1', 'Vendor_code': '3669', 'Vendor_name': 'KEI INDUSTRIES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3722', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3724', 'Vendor_name': 'CORDS CABLE INDUSTRIESLTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3765', 'Vendor_name': 'THERMO CABLES LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': 'A034', 'Vendor_name': 'ASSOCIATED CABLES PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'T243', 'Vendor_name': 'T C COMMUNICATION PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",8696402 INR,09-05-2022,Signal Cables,18-04-2022,B015-000-YS-MR-1752/142,01-JUL-2022
SUYOG ELECTRICALS LTD,"[{'S.no': '1', 'Vendor_code': '3669', 'Vendor_name': 'KEI INDUSTRIES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3722', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3724', 'Vendor_name': 'CORDS CABLE INDUSTRIESLTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3765', 'Vendor_name': 'THERMO CABLES LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': 'A034', 'Vendor_name': 'ASSOCIATED CABLES PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'T243', 'Vendor_name': 'T C COMMUNICATION PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",16436931 INR,09-05-2022,Signal Cables,18-04-2022,B015-000-YS-MR-1752/142,01-JUL-2022
ELKAY TELELINKS  LTD.-,"[{'S.no': '1', 'Vendor_code': '3669', 'Vendor_name': 'KEI INDUSTRIES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3722', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3724', 'Vendor_name': 'CORDS CABLE INDUSTRIESLTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3765', 'Vendor_name': 'THERMO CABLES LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': 'A034', 'Vendor_name': 'ASSOCIATED CABLES PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'T243', 'Vendor_name': 'T C COMMUNICATION PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",2671638 INR,09-05-2022,Signal Cables,18-04-2022,B015-000-YS-MR-1752/142,01-JUL-2022
CORDS CABLE INDUSTRIESLTD.,"[{'S.no': '1', 'Vendor_code': '3669', 'Vendor_name': 'KEI INDUSTRIES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3722', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3724', 'Vendor_name': 'CORDS CABLE INDUSTRIESLTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3765', 'Vendor_name': 'THERMO CABLES LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': 'A034', 'Vendor_name': 'ASSOCIATED CABLES PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'T243', 'Vendor_name': 'T C COMMUNICATION PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",20308741 INR,09-05-2022,Signal Cables,18-04-2022,B015-000-YS-MR-1752/142,01-JUL-2022
ELMATICS ENGINEERS PRIVATE LIMITED,"[{'S.no': '1', 'Vendor_code': 'E050', 'Vendor_name': 'ELMATICS ENGINEERS PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'K040', 'Vendor_name': 'KONSTELEC ENGINEERS PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'S070', 'Vendor_name': 'STERLING ELECTRO ENTERPRISES PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~417', 'Vendor_name': 'DINU ELECTRICALS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",74128209.58 INR,26-05-2022,Supply and Installation ofCable Trays & Accessories,11-05-2022,/B015-000-EJ-TN-0936/1062,22-JUN-2022
KOSO INDIA PVT. LIMITED,"[{'S.no': '1', 'Vendor_code': 'E179A', 'Vendor_name': 'EMERSON PROCESS MANGMNT CHENNAI PVT. LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F176', 'Vendor_name': 'FLOWSERVE INDIA CONTROL PVT LTD-BANGALOR', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'I172', 'Vendor_name': 'INSTRUMENTATION LTD. (PALGHAT)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'K179B', 'Vendor_name': 'KOSO INDIA PVT. LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': 'M055', 'Vendor_name': 'KSB MIL CONTROLS LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",2065829 INR,12-01-2022,Special Control Valves-Mixed,13-12-2021,B390-000-YC-MR-2872/46,09-JUN-2022
UNITED HEAT TRANSFER PVT LTD,"[{'S.no': '1', 'Vendor_code': '3882', 'Vendor_name': 'BGR ENERGY SYSTEMS LIMITED(FORMRLY G120)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'E221', 'Vendor_name': 'ENGINEMATES HEAT TRANSFER PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'U114', 'Vendor_name': 'UNITED HEAT TRANSFER PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",228174042.5 INR,15-03-2022,AIRFIN COOLER (CS),13-01-2022,B390-000-EA-MR-6009/50,23-JUN-2022
K K ANILKUMAR,"[{'S.no': '1', 'Vendor_code': '57843', 'Vendor_name': 'PS Construction   Pvt. Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'B201', 'Vendor_name': 'BANU CONSTRUCTIONS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '~16Q', 'Vendor_name': 'K K ANILKUMAR', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",17189395.38 INR,30-05-2022,MISCELLANEOUS STRUCTURAL WORKS FOR BS VI AUTO FUELS PROJECT,20-05-2022,JP/A927-000-CM-TN-8106/1024,16-JUN-2022
LLOYD INSULATIONS (INDIA) LTD,"[{'S.no': '1', 'Vendor_code': '57884', 'Vendor_name': 'M/s Raja Insulation & Refractories (P) Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57885', 'Vendor_name': 'M/s V. G. ENTERPRISES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': 'L004', 'Vendor_name': 'LLOYD INSULATIONS (INDIA) LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'N031', 'Vendor_name': 'NU CALCUTTA CONSTRUCTION COMPANY', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': 'S088', 'Vendor_name': 'SHREE ENGINEERS AND CONTRACTORS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}]",43663334 INR,30-05-2022,INSULATION WORKS FOR BS VI AUTO FUELS PROJECT,20-05-2022,JP/A927-000-MH-TN-3006/1023,24-JUN-2022
Exint Solutions Pvt Ltd,"[{'S.no': '1', 'Vendor_code': '57724', 'Vendor_name': 'PIPETECH ENGINEERING SOLUTION PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57725', 'Vendor_name': 'SELLHORN TECHNOMECH MARINE & INFRASTRUCTURE  CONSULT PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'A117', 'Vendor_name': 'ANI INTEGRATED SERVICES LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~6RF', 'Vendor_name': 'Vegazva Engineering Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~6RM', 'Vendor_name': 'SINCLUS ENGINEERING AND CONSULTING PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~9LV', 'Vendor_name': 'RIGHT ADVISORS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~9NV', 'Vendor_name': 'ABS BUSINESS SERVICES P. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~9QV', 'Vendor_name': 'AARVI ENCON LIMITED (formerly known as AARVI ENCON PVT.LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~ST', 'Vendor_name': 'Exint Solutions Pvt Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': '~V44', 'Vendor_name': 'SHIMI DESIGNS & CONSULTING ENGINEERS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",41246328 INR,17-01-2022,Empanelment of agencies for hiring of Modellers,24-12-2021,LT/8588-000-SE-T-0020/20,01-JUL-2022
